id1,id2,dor
304,4304,1
305,4305,1
306,4306,1
307,4307,1
308,4308,1
309,4309,1
310,4310,1
311,4311,1
312,4312,1
313,4313,1
314,4314,1
315,4315,1
316,4316,1
317,4317,1
318,4318,1
319,4319,1
320,4320,1
321,4321,1
322,4322,1
323,4323,1
324,4324,1
325,4325,1
326,4326,1
327,4327,1
328,4328,1
329,4329,1
330,4330,1
331,4331,1
332,4332,1
333,4333,1
334,4334,1
335,4335,1
336,4336,1
337,4337,1
338,4338,1
339,4339,1
340,4340,1
341,4341,1
342,4342,1
343,4343,1
344,4344,1
345,4345,1
346,4346,1
347,4347,1
348,4348,1
349,4349,1
350,4350,1
351,4351,1
352,4352,1
353,4353,1
354,4354,1
355,4355,1
356,4356,1
357,4357,1
358,4358,1
359,4359,1
360,4360,1
361,4361,1
362,4362,1
363,4363,1
364,4364,1
365,4365,1
366,4366,1
367,4367,1
368,4368,1
369,4369,1
370,4370,1
371,4371,1
372,4372,1
373,4373,1
374,4374,1
375,4375,1
376,4376,1
377,4377,1
378,4378,1
379,4379,1
380,4380,1
381,4381,1
382,4382,1
383,4383,1
384,4384,1
385,4385,1
386,4386,1
387,4387,1
388,4388,1
389,4389,1
390,4390,1
391,4391,1
392,4392,1
393,4393,1
394,4394,1
395,4395,1
396,4396,1
397,4397,1
398,4398,1
399,4399,1
400,4400,1
401,4401,1
402,4402,1
403,4403,1
404,4404,1
405,4405,1
406,4406,1
407,4407,1
408,4408,1
409,4409,1
410,4410,1
411,4411,1
412,4412,1
413,4413,1
414,4414,1
415,4415,1
416,4416,1
417,4417,1
418,4418,1
419,4419,1
420,4420,1
421,4421,1
422,4422,1
423,4423,1
424,4424,1
425,4425,1
426,4426,1
427,4427,1
428,4428,1
429,4429,1
430,4430,1
431,4431,1
432,4432,1
433,4433,1
434,4434,1
435,4435,1
436,4436,1
437,4437,1
438,4438,1
439,4439,1
440,4440,1
441,4441,1
442,4442,1
443,4443,1
444,4444,1
445,4445,1
446,4446,1
447,4447,1
448,4448,1
449,4449,1
450,4450,1
451,4451,1
452,4452,1
453,4453,1
454,4454,1
455,4455,1
456,4456,1
457,4457,1
458,4458,1
459,4459,1
460,4460,1
461,4461,1
462,4462,1
463,4463,1
464,4464,1
465,4465,1
466,4466,1
467,4467,1
468,4468,1
469,4469,1
470,4470,1
471,4471,1
472,4472,1
473,4473,1
474,4474,1
475,4475,1
476,4476,1
477,4477,1
478,4478,1
479,4479,1
480,4480,1
481,4481,1
482,4482,1
483,4483,1
484,4484,1
485,4485,1
486,4486,1
487,4487,1
488,4488,1
489,4489,1
490,4490,1
491,4491,1
492,4492,1
493,4493,1
494,4494,1
495,4495,1
496,4496,1
497,4497,1
498,4498,1
499,4499,1
500,4500,1
501,4501,1
502,4502,1
503,4503,1
504,4504,1
505,4505,1
506,4506,1
507,4507,1
508,4508,1
509,4509,1
510,4510,1
511,4511,1
512,4512,1
513,4513,1
514,4514,1
515,4515,1
516,4516,1
517,4517,1
518,4518,1
519,4519,1
520,4520,1
521,4521,1
522,4522,1
523,4523,1
524,4524,1
525,4525,1
526,4526,1
527,4527,1
528,4528,1
529,4529,1
530,4530,1
531,4531,1
532,4532,1
533,4533,1
534,4534,1
535,4535,1
536,4536,1
537,4537,1
538,4538,1
539,4539,1
540,4540,1
541,4541,1
542,4542,1
543,4543,1
544,4544,1
545,4545,1
546,4546,1
547,4547,1
548,4548,1
549,4549,1
550,4550,1
551,4551,1
552,4552,1
553,4553,1
554,4554,1
555,4555,1
556,4556,1
557,4557,1
558,4558,1
559,4559,1
560,4560,1
561,4561,1
562,4562,1
563,4563,1
564,4564,1
565,4565,1
566,4566,1
567,4567,1
568,4568,1
569,4569,1
570,4570,1
571,4571,1
572,4572,1
573,4573,1
574,4574,1
575,4575,1
576,4576,1
577,4577,1
578,4578,1
579,4579,1
580,4580,1
581,4581,1
582,4582,1
583,4583,1
584,4584,1
585,4585,1
586,4586,1
587,4587,1
588,4588,1
589,4589,1
590,4590,1
591,4591,1
592,4592,1
593,4593,1
594,4594,1
595,4595,1
596,4596,1
597,4597,1
598,4598,1
599,4599,1
600,4600,1
601,4601,1
602,4602,1
603,4603,1
604,4604,1
605,4605,1
606,4606,1
607,4607,1
608,4608,1
609,4609,1
610,4610,1
611,4611,1
612,4612,1
613,4613,1
614,4614,1
615,4615,1
616,4616,1
617,4617,1
618,4618,1
619,4619,1
620,4620,1
621,4621,1
622,4622,1
623,4623,1
624,4624,1
625,4625,1
626,4626,1
627,4627,1
628,4628,1
629,4629,1
630,4630,1
631,4631,1
632,4632,1
633,4633,1
634,4634,1
635,4635,1
636,4636,1
637,4637,1
638,4638,1
639,4639,1
640,4640,1
641,4641,1
642,4642,1
643,4643,1
644,4644,1
645,4645,1
646,4646,1
647,4647,1
648,4648,1
649,4649,1
650,4650,1
651,4651,1
652,4652,1
653,4653,1
654,4654,1
655,4655,1
656,4656,1
657,4657,1
658,4658,1
659,4659,1
660,4660,1
661,4661,1
662,4662,1
663,4663,1
664,4664,1
665,4665,1
666,4666,1
667,4667,1
668,4668,1
669,4669,1
670,4670,1
671,4671,1
672,4672,1
673,4673,1
674,4674,1
675,4675,1
676,4676,1
677,4677,1
678,4678,1
679,4679,1
680,4680,1
681,4681,1
682,4682,1
683,4683,1
684,4684,1
685,4685,1
686,4686,1
687,4687,1
688,4688,1
689,4689,1
690,4690,1
691,4691,1
692,4692,1
693,4693,1
694,4694,1
695,4695,1
696,4696,1
697,4697,1
698,4698,1
699,4699,1
700,4700,1
701,4701,1
702,4702,1
703,4703,1
704,4704,1
705,4705,1
706,4706,1
707,4707,1
708,4708,1
709,4709,1
710,4710,1
711,4711,1
712,4712,1
713,4713,1
714,4714,1
715,4715,1
716,4716,1
717,4717,1
718,4718,1
719,4719,1
720,4720,1
721,4721,1
722,4722,1
723,4723,1
724,4724,1
725,4725,1
726,4726,1
727,4727,1
728,4728,1
729,4729,1
730,4730,1
731,4731,1
732,4732,1
733,4733,1
734,4734,1
735,4735,1
736,4736,1
737,4737,1
738,4738,1
739,4739,1
740,4740,1
741,4741,1
742,4742,1
743,4743,1
744,4744,1
745,4745,1
746,4746,1
747,4747,1
748,4748,1
749,4749,1
750,4750,1
751,4751,1
752,4752,1
753,4753,1
754,4754,1
755,4755,1
756,4756,1
757,4757,1
758,4758,1
759,4759,1
760,4760,1
761,4761,1
762,4762,1
763,4763,1
764,4764,1
765,4765,1
766,4766,1
767,4767,1
768,4768,1
769,4769,1
770,4770,1
771,4771,1
772,4772,1
773,4773,1
774,4774,1
775,4775,1
776,4776,1
777,4777,1
778,4778,1
779,4779,1
780,4780,1
781,4781,1
782,4782,1
783,4783,1
784,4784,1
785,4785,1
786,4786,1
787,4787,1
788,4788,1
789,4789,1
790,4790,1
791,4791,1
792,4792,1
793,4793,1
794,4794,1
795,4795,1
796,4796,1
797,4797,1
798,4798,1
799,4799,1
800,4800,1
801,4801,1
802,4802,1
803,4803,1
804,4804,1
805,4805,1
806,4806,1
807,4807,1
808,4808,1
809,4809,1
810,4810,1
811,4811,1
812,4812,1
813,4813,1
814,4814,1
815,4815,1
816,4816,1
817,4817,1
818,4818,1
819,4819,1
820,4820,1
821,4821,1
822,4822,1
823,4823,1
824,4824,1
825,4825,1
826,4826,1
827,4827,1
828,4828,1
829,4829,1
830,4830,1
831,4831,1
832,4832,1
833,4833,1
834,4834,1
835,4835,1
836,4836,1
837,4837,1
838,4838,1
839,4839,1
840,4840,1
841,4841,1
842,4842,1
843,4843,1
844,4844,1
845,4845,1
846,4846,1
847,4847,1
848,4848,1
849,4849,1
850,4850,1
851,4851,1
852,4852,1
853,4853,1
854,4854,1
855,4855,1
856,4856,1
857,4857,1
858,4858,1
859,4859,1
860,4860,1
861,4861,1
862,4862,1
863,4863,1
864,4864,1
865,4865,1
866,4866,1
867,4867,1
868,4868,1
869,4869,1
870,4870,1
871,4871,1
872,4872,1
873,4873,1
874,4874,1
875,4875,1
876,4876,1
877,4877,1
878,4878,1
879,4879,1
880,4880,1
881,4881,1
882,4882,1
883,4883,1
884,4884,1
885,4885,1
886,4886,1
887,4887,1
888,4888,1
889,4889,1
890,4890,1
891,4891,1
892,4892,1
893,4893,1
894,4894,1
895,4895,1
896,4896,1
897,4897,1
898,4898,1
899,4899,1
900,4900,1
901,4901,1
902,4902,1
903,4903,1
904,4904,1
905,4905,1
906,4906,1
907,4907,1
908,4908,1
909,4909,1
910,4910,1
911,4911,1
912,4912,1
913,4913,1
914,4914,1
915,4915,1
916,4916,1
917,4917,1
918,4918,1
919,4919,1
920,4920,1
921,4921,1
922,4922,1
923,4923,1
924,4924,1
925,4925,1
926,4926,1
927,4927,1
928,4928,1
929,4929,1
930,4930,1
931,4931,1
932,4932,1
933,4933,1
934,4934,1
935,4935,1
936,4936,1
937,4937,1
938,4938,1
939,4939,1
940,4940,1
941,4941,1
942,4942,1
943,4943,1
944,4944,1
945,4945,1
946,4946,1
947,4947,1
948,4948,1
949,4949,1
950,4950,1
951,4951,1
952,4952,1
953,4953,1
954,4954,1
955,4955,1
956,4956,1
957,4957,1
958,4958,1
959,4959,1
960,4960,1
961,4961,1
962,4962,1
963,4963,1
964,4964,1
965,4965,1
966,4966,1
967,4967,1
968,4968,1
969,4969,1
970,4970,1
971,4971,1
972,4972,1
973,4973,1
974,4974,1
975,4975,1
976,4976,1
977,4977,1
978,4978,1
979,4979,1
980,4980,1
981,4981,1
982,4982,1
983,4983,1
984,4984,1
985,4985,1
986,4986,1
987,4987,1
988,4988,1
989,4989,1
990,4990,1
991,4991,1
992,4992,1
993,4993,1
994,4994,1
995,4995,1
996,4996,1
997,4997,1
998,4998,1
999,4999,1
1000,5000,1
1001,5001,1
1002,5002,1
1003,5003,1
1004,5004,1
1005,5005,1
1006,5006,1
1007,5007,1
1008,5008,1
1009,5009,1
1010,5010,1
1011,5011,1
1012,5012,1
1013,5013,1
1014,5014,1
1015,5015,1
1016,5016,1
1017,5017,1
1018,5018,1
1019,5019,1
1020,5020,1
1021,5021,1
1022,5022,1
1023,5023,1
1024,5024,1
1025,5025,1
1026,5026,1
1027,5027,1
1028,5028,1
1029,5029,1
1030,5030,1
1031,5031,1
1032,5032,1
1033,5033,1
1034,5034,1
1035,5035,1
1036,5036,1
1037,5037,1
1038,5038,1
1039,5039,1
1040,5040,1
1041,5041,1
1042,5042,1
1043,5043,1
1044,5044,1
1045,5045,1
1046,5046,1
1047,5047,1
1048,5048,1
1049,5049,1
1050,5050,1
1051,5051,1
1052,5052,1
1053,5053,1
1054,5054,1
1055,5055,1
1056,5056,1
1057,5057,1
1058,5058,1
1059,5059,1
1060,5060,1
1061,5061,1
1062,5062,1
1063,5063,1
1064,5064,1
1065,5065,1
1066,5066,1
1067,5067,1
1068,5068,1
1069,5069,1
1070,5070,1
1071,5071,1
1072,5072,1
1073,5073,1
1074,5074,1
1075,5075,1
1076,5076,1
1077,5077,1
1078,5078,1
1079,5079,1
1080,5080,1
1081,5081,1
1082,5082,1
1083,5083,1
1084,5084,1
1085,5085,1
1086,5086,1
1087,5087,1
1088,5088,1
1089,5089,1
1090,5090,1
1091,5091,1
1092,5092,1
1093,5093,1
1094,5094,1
1095,5095,1
1096,5096,1
1097,5097,1
1098,5098,1
1099,5099,1
1100,5100,1
1101,5101,1
1102,5102,1
1103,5103,1
1104,5104,1
1105,5105,1
1106,5106,1
1107,5107,1
1108,5108,1
1109,5109,1
1110,5110,1
1111,5111,1
1112,5112,1
1113,5113,1
1114,5114,1
1115,5115,1
1116,5116,1
1117,5117,1
1118,5118,1
1119,5119,1
1120,5120,1
1121,5121,1
1122,5122,1
1123,5123,1
1124,5124,1
1125,5125,1
1126,5126,1
1127,5127,1
1128,5128,1
1129,5129,1
1130,5130,1
1131,5131,1
1132,5132,1
1133,5133,1
1134,5134,1
1135,5135,1
1136,5136,1
1137,5137,1
1138,5138,1
1139,5139,1
1140,5140,1
1141,5141,1
1142,5142,1
1143,5143,1
1144,5144,1
1145,5145,1
1146,5146,1
1147,5147,1
1148,5148,1
1149,5149,1
1150,5150,1
1151,5151,1
1152,5152,1
1153,5153,1
1154,5154,1
1155,5155,1
1156,5156,1
1157,5157,1
1158,5158,1
1159,5159,1
1160,5160,1
1161,5161,1
1162,5162,1
1163,5163,1
1164,5164,1
1165,5165,1
1166,5166,1
1167,5167,1
1168,5168,1
1169,5169,1
1170,5170,1
1171,5171,1
1172,5172,1
1173,5173,1
1174,5174,1
1175,5175,1
1176,5176,1
1177,5177,1
1178,5178,1
1179,5179,1
1180,5180,1
1181,5181,1
1182,5182,1
1183,5183,1
1184,5184,1
1185,5185,1
1186,5186,1
1187,5187,1
1188,5188,1
1189,5189,1
1190,5190,1
1191,5191,1
1192,5192,1
1193,5193,1
1194,5194,1
1195,5195,1
1196,5196,1
1197,5197,1
1198,5198,1
1199,5199,1
1200,5200,1
1201,5201,1
1202,5202,1
1203,5203,1
1204,5204,1
1205,5205,1
1206,5206,1
1207,5207,1
1208,5208,1
1209,5209,1
1210,5210,1
1211,5211,1
1212,5212,1
1213,5213,1
1214,5214,1
1215,5215,1
1216,5216,1
1217,5217,1
1218,5218,1
1219,5219,1
1220,5220,1
1221,5221,1
1222,5222,1
1223,5223,1
1224,5224,1
1225,5225,1
1226,5226,1
1227,5227,1
1228,5228,1
1229,5229,1
1230,5230,1
1231,5231,1
1232,5232,1
1233,5233,1
1234,5234,1
1235,5235,1
1236,5236,1
1237,5237,1
1238,5238,1
1239,5239,1
1240,5240,1
1241,5241,1
1242,5242,1
1243,5243,1
1244,5244,1
1245,5245,1
1246,5246,1
1247,5247,1
1248,5248,1
1249,5249,1
1250,5250,1
1251,5251,1
1252,5252,1
1253,5253,1
1254,5254,1
1255,5255,1
1256,5256,1
1257,5257,1
1258,5258,1
1259,5259,1
1260,5260,1
1261,5261,1
1262,5262,1
1263,5263,1
1264,5264,1
1265,5265,1
1266,5266,1
1267,5267,1
1268,5268,1
1269,5269,1
1270,5270,1
1271,5271,1
1272,5272,1
1273,5273,1
1274,5274,1
1275,5275,1
1276,5276,1
1277,5277,1
1278,5278,1
1279,5279,1
1280,5280,1
1281,5281,1
1282,5282,1
1283,5283,1
1284,5284,1
1285,5285,1
1286,5286,1
1287,5287,1
1288,5288,1
1289,5289,1
1290,5290,1
1291,5291,1
1292,5292,1
1293,5293,1
1294,5294,1
1295,5295,1
1296,5296,1
1297,5297,1
1298,5298,1
1299,5299,1
1300,5300,1
1301,5301,1
1302,5302,1
1303,5303,1
1304,5304,1
1305,5305,1
1306,5306,1
1307,5307,1
1308,5308,1
1309,5309,1
1310,5310,1
1311,5311,1
1312,5312,1
1313,5313,1
1314,5314,1
1315,5315,1
1316,5316,1
1317,5317,1
1318,5318,1
1319,5319,1
1320,5320,1
1321,5321,1
1322,5322,1
1323,5323,1
1324,5324,1
1325,5325,1
1326,5326,1
1327,5327,1
1328,5328,1
1329,5329,1
1330,5330,1
1331,5331,1
1332,5332,1
1333,5333,1
1334,5334,1
1335,5335,1
1336,5336,1
1337,5337,1
1338,5338,1
1339,5339,1
1340,5340,1
1341,5341,1
1342,5342,1
1343,5343,1
1344,5344,1
1345,5345,1
1346,5346,1
1347,5347,1
1348,5348,1
1349,5349,1
1350,5350,1
1351,5351,1
1352,5352,1
1353,5353,1
1354,5354,1
1355,5355,1
1356,5356,1
1357,5357,1
1358,5358,1
1359,5359,1
1360,5360,1
1361,5361,1
1362,5362,1
1363,5363,1
1364,5364,1
1365,5365,1
1366,5366,1
1367,5367,1
1368,5368,1
1369,5369,1
1370,5370,1
1371,5371,1
1372,5372,1
1373,5373,1
1374,5374,1
1375,5375,1
1376,5376,1
1377,5377,1
1378,5378,1
1379,5379,1
1380,5380,1
1381,5381,1
1382,5382,1
1383,5383,1
1384,5384,1
1385,5385,1
1386,5386,1
1387,5387,1
1388,5388,1
1389,5389,1
1390,5390,1
1391,5391,1
1392,5392,1
1393,5393,1
1394,5394,1
1395,5395,1
1396,5396,1
1397,5397,1
1398,5398,1
1399,5399,1
1400,5400,1
1401,5401,1
1402,5402,1
1403,5403,1
1404,5404,1
1405,5405,1
1406,5406,1
1407,5407,1
1408,5408,1
1409,5409,1
1410,5410,1
1411,5411,1
1412,5412,1
1413,5413,1
1414,5414,1
1415,5415,1
1416,5416,1
1417,5417,1
1418,5418,1
1419,5419,1
1420,5420,1
1421,5421,1
1422,5422,1
1423,5423,1
1424,5424,1
1425,5425,1
1426,5426,1
1427,5427,1
1428,5428,1
1429,5429,1
1430,5430,1
1431,5431,1
1432,5432,1
1433,5433,1
1434,5434,1
1435,5435,1
1436,5436,1
1437,5437,1
1438,5438,1
1439,5439,1
1440,5440,1
1441,5441,1
1442,5442,1
1443,5443,1
1444,5444,1
1445,5445,1
1446,5446,1
1447,5447,1
1448,5448,1
1449,5449,1
1450,5450,1
1451,5451,1
1452,5452,1
1453,5453,1
1454,5454,1
1455,5455,1
1456,5456,1
1457,5457,1
1458,5458,1
1459,5459,1
1460,5460,1
1461,5461,1
1462,5462,1
1463,5463,1
1464,5464,1
1465,5465,1
1466,5466,1
1467,5467,1
1468,5468,1
1469,5469,1
1470,5470,1
1471,5471,1
1472,5472,1
1473,5473,1
1474,5474,1
1475,5475,1
1476,5476,1
1477,5477,1
1478,5478,1
1479,5479,1
1480,5480,1
1481,5481,1
1482,5482,1
1483,5483,1
1484,5484,1
1485,5485,1
1486,5486,1
1487,5487,1
1488,5488,1
1489,5489,1
1490,5490,1
1491,5491,1
1492,5492,1
1493,5493,1
1494,5494,1
1495,5495,1
1496,5496,1
1497,5497,1
1498,5498,1
1499,5499,1
1500,5500,1
1501,5501,1
1502,5502,1
1503,5503,1
1504,5504,1
1505,5505,1
1506,5506,1
1507,5507,1
1508,5508,1
1509,5509,1
1510,5510,1
1511,5511,1
1512,5512,1
1513,5513,1
1514,5514,1
1515,5515,1
1516,5516,1
1517,5517,1
1518,5518,1
1519,5519,1
1520,5520,1
1521,5521,1
1522,5522,1
1523,5523,1
1524,5524,1
1525,5525,1
1526,5526,1
1527,5527,1
1528,5528,1
1529,5529,1
1530,5530,1
1531,5531,1
1532,5532,1
1533,5533,1
1534,5534,1
1535,5535,1
1536,5536,1
1537,5537,1
1538,5538,1
1539,5539,1
1540,5540,1
1541,5541,1
1542,5542,1
1543,5543,1
1544,5544,1
1545,5545,1
1546,5546,1
1547,5547,1
1548,5548,1
1549,5549,1
1550,5550,1
1551,5551,1
1552,5552,1
1553,5553,1
1554,5554,1
1555,5555,1
1556,5556,1
1557,5557,1
1558,5558,1
1559,5559,1
1560,5560,1
1561,5561,1
1562,5562,1
1563,5563,1
1564,5564,1
1565,5565,1
1566,5566,1
1567,5567,1
1568,5568,1
1569,5569,1
1570,5570,1
1571,5571,1
1572,5572,1
1573,5573,1
1574,5574,1
1575,5575,1
1576,5576,1
1577,5577,1
1578,5578,1
1579,5579,1
1580,5580,1
1581,5581,1
1582,5582,1
1583,5583,1
1584,5584,1
1585,5585,1
1586,5586,1
1587,5587,1
1588,5588,1
1589,5589,1
1590,5590,1
1591,5591,1
1592,5592,1
1593,5593,1
1594,5594,1
1595,5595,1
1596,5596,1
1597,5597,1
1598,5598,1
1599,5599,1
1600,5600,1
1601,5601,1
1602,5602,1
1603,5603,1
1604,5604,1
1605,5605,1
1606,5606,1
1607,5607,1
1608,5608,1
1609,5609,1
1610,5610,1
1611,5611,1
1612,5612,1
1613,5613,1
1614,5614,1
1615,5615,1
1616,5616,1
1617,5617,1
1618,5618,1
1619,5619,1
1620,5620,1
1621,5621,1
1622,5622,1
1623,5623,1
1624,5624,1
1625,5625,1
1626,5626,1
1627,5627,1
1628,5628,1
1629,5629,1
1630,5630,1
1631,5631,1
1632,5632,1
1633,5633,1
1634,5634,1
1635,5635,1
1636,5636,1
1637,5637,1
1638,5638,1
1639,5639,1
1640,5640,1
1641,5641,1
1642,5642,1
1643,5643,1
1644,5644,1
1645,5645,1
1646,5646,1
1647,5647,1
1648,5648,1
1649,5649,1
1650,5650,1
1651,5651,1
1652,5652,1
1653,5653,1
1654,5654,1
1655,5655,1
1656,5656,1
1657,5657,1
1658,5658,1
1659,5659,1
1660,5660,1
1661,5661,1
1662,5662,1
1663,5663,1
1664,5664,1
1665,5665,1
1666,5666,1
1667,5667,1
1668,5668,1
1669,5669,1
1670,5670,1
1671,5671,1
1672,5672,1
1673,5673,1
1674,5674,1
1675,5675,1
1676,5676,1
1677,5677,1
1678,5678,1
1679,5679,1
1680,5680,1
1681,5681,1
1682,5682,1
1683,5683,1
1684,5684,1
1685,5685,1
1686,5686,1
1687,5687,1
1688,5688,1
1689,5689,1
1690,5690,1
1691,5691,1
1692,5692,1
1693,5693,1
1694,5694,1
1695,5695,1
1696,5696,1
1697,5697,1
1698,5698,1
1699,5699,1
1700,5700,1
1701,5701,1
1702,5702,1
1703,5703,1
1704,5704,1
1705,5705,1
1706,5706,1
1707,5707,1
1708,5708,1
1709,5709,1
1710,5710,1
1711,5711,1
1712,5712,1
1713,5713,1
1714,5714,1
1715,5715,1
1716,5716,1
1717,5717,1
1718,5718,1
1719,5719,1
1720,5720,1
1721,5721,1
1722,5722,1
1723,5723,1
1724,5724,1
1725,5725,1
1726,5726,1
1727,5727,1
1728,5728,1
1729,5729,1
1730,5730,1
1731,5731,1
1732,5732,1
1733,5733,1
1734,5734,1
1735,5735,1
1736,5736,1
1737,5737,1
1738,5738,1
1739,5739,1
1740,5740,1
1741,5741,1
1742,5742,1
1743,5743,1
1744,5744,1
1745,5745,1
1746,5746,1
1747,5747,1
1748,5748,1
1749,5749,1
1750,5750,1
1751,5751,1
1752,5752,1
1753,5753,1
1754,5754,1
1755,5755,1
1756,5756,1
1757,5757,1
1758,5758,1
1759,5759,1
1760,5760,1
1761,5761,1
1762,5762,1
1763,5763,1
1764,5764,1
1765,5765,1
1766,5766,1
1767,5767,1
1768,5768,1
1769,5769,1
1770,5770,1
1771,5771,1
1772,5772,1
1773,5773,1
1774,5774,1
1775,5775,1
1776,5776,1
1777,5777,1
1778,5778,1
1779,5779,1
1780,5780,1
1781,5781,1
1782,5782,1
1783,5783,1
1784,5784,1
1785,5785,1
1786,5786,1
1787,5787,1
1788,5788,1
1789,5789,1
1790,5790,1
1791,5791,1
1792,5792,1
1793,5793,1
1794,5794,1
1795,5795,1
1796,5796,1
1797,5797,1
1798,5798,1
1799,5799,1
1800,5800,1
1801,5801,1
1802,5802,1
1803,5803,1
1804,5804,1
1805,5805,1
1806,5806,1
1807,5807,1
1808,5808,1
1809,5809,1
1810,5810,1
1811,5811,1
1812,5812,1
1813,5813,1
1814,5814,1
1815,5815,1
1816,5816,1
1817,5817,1
1818,5818,1
1819,5819,1
1820,5820,1
1821,5821,1
1822,5822,1
1823,5823,1
1824,5824,1
1825,5825,1
1826,5826,1
1827,5827,1
1828,5828,1
1829,5829,1
1830,5830,1
1831,5831,1
1832,5832,1
1833,5833,1
1834,5834,1
1835,5835,1
1836,5836,1
1837,5837,1
1838,5838,1
1839,5839,1
1840,5840,1
1841,5841,1
1842,5842,1
1843,5843,1
1844,5844,1
1845,5845,1
1846,5846,1
1847,5847,1
1848,5848,1
1849,5849,1
1850,5850,1
1851,5851,1
1852,5852,1
1853,5853,1
1854,5854,1
1855,5855,1
1856,5856,1
1857,5857,1
1858,5858,1
1859,5859,1
1860,5860,1
1861,5861,1
1862,5862,1
1863,5863,1
1864,5864,1
1865,5865,1
1866,5866,1
1867,5867,1
1868,5868,1
1869,5869,1
1870,5870,1
1871,5871,1
